,Kanji,Onyomi,Kunyomi,English,Examples,JLPT Level,Number of Strokes,Kanji Radical,Radical Number,Radical Strokes,Radical Reading
618,輪,リン,わ,"wheel, ring, circle, link, loop, counter for wheels and flowers",輪(わ): (1) ring; circle; loop (2) hoop (3) wheel (4) circle (e.g. of friends)<br>指輪(ゆびわ): (finger) ring<br>車輪(しゃりん): (car) wheel<br>年輪(ねんりん): annual tree ring<br>首輪(くびわ): necklace; choker<br>輪(りん): counter for wheels and flowers,2,15.0,車,159.0,7.0,くるま・くるまへん
619,辞,ジ,や.める、いな.む,"resign, word, term, expression","百科辞典(ひゃっかじてん): encyclopedia; encyclopaedia<br>辞職(じしょく): resignation<br>辞書(じしょ): (1) dictionary; lexicon (2) letter of resignation<br>辞典(じてん): dictionary<br>辞退(じたい): declining; refusal; nonacceptance; turning down; withdrawal (e.g. candidacy); pulling out (e.g. race); excusing oneself<br>お世辞(おせじ): flattery; compliment<br>辞める(やめる): to resign; to retire; to quit; to leave (one's job, etc.)<br>お辞儀(おじぎ): bow; bowing<br>世辞(せじ): flattery; compliment",3,13.0,辛,160.0,7.0,しん・からい
620,辺,ヘン,あた.り、ほと.り、-べ,"environs, boundary, border, vicinity, (kokuji)","周辺(しゅうへん): (1) circumference; outskirts; environs; around; in the area of; in the vicinity of (2) (computer) peripheral<br>辺(へん): (1) area; vicinity (2) side (of triangle, rectangle, etc.) (3) circumstances<br>辺り(あたり): (1) on the bank of; by the side of (e.g. a river, pond) (2) (in the) neighbourhood; neighborhood; vicinity; nearby<br>浜辺(はまべ): beach; foreshore<br>天辺(てっぺん): top; summit; apex; peak",2,5.0,辵,162.0,7.0,しんにょう・しんにゅう
621,連,レン,つら.なる、つら.ねる、つ.れる、-づ.れ,"take along, lead, join, connect, party, gang, clique","関連(かんれん): relation; connection; relevance<br>国連(こくれん): UN; United Nations<br>連合(れんごう): (1) union; alliance; combination (2) RENGO (Japanese Trade Union Confederation)<br>連続(れんぞく): serial; consecutive; continuity; occurring in succession; continuing<br>連邦(れんぽう): commonwealth; federation of states; confederation; union<br>連絡(れんらく): (1) to contact; to get in touch (2) contacting; getting in touch; communication; call; message (3) connection; coordination; junction (4) intercalary; intercalaris; internuncial<br>連日(れんじつ): every day; prolonged<br>連休(れんきゅう): consecutive holidays<br>連帯(れんたい): (1) solidarity; collective (2) joint<br>連中(れんちゅう): (1) colleagues; company; a lot; those guys (2) troupe; company (of musicians)<br>連れる(つれる): to lead; to take (a person)<br>連れ(つれ): companion; company<br>連盟(れんめい): league; federation; union; alliance<br>一連(いちれん): (1) series; chain; sequence (2) two reams (i.e. 1000 sheets of paper) (3) verse; stanza<br>連ねる(つらねる): (1) to line up; to put in a row (2) to add (to a group); to accept (as a member of an organization, etc.); to join (e.g. a list) (3) to link; to put together; to string together (e.g. compliments); to enumerate (4) to take along with; to bring with<br>連想(れんそう): association (of ideas); being reminded (of something); suggestion<br>連なる(つらなる): to extend; to stretch out; to stand in a row",3,10.0,辵,162.0,7.0,しんにょう・しんにゅう
622,達,タツ、ダ,たち,"accomplished, reach, arrive, attain","達成(たっせい): achievement<br>友達(ともだち): friend; companion<br>配達(はいたつ): delivery; distribution<br>発達(はったつ): development; growth<br>伝達(でんたつ): transmission (e.g. news, chemical signals, electricity); communication; delivery; conveyance; transfer; relay; propagation; conduction<br>到達(とうたつ): reaching; attaining; arrival<br>達する(たっする): to reach; to get to<br>伊達(だて): (1) elegance; dandyism; sophistication; having style (2) affectation; showing off; putting on an air; appearances; just for show<br>上達(じょうたつ): (1) improvement; advance; progress (2) communication of opinions of the general populace to those of high rank<br>達者(たっしゃ): (1) in good health; healthy; well; robust; strong (2) skilled; clever; proficient<br>速達(そくたつ): express; special delivery<br>達(たち): pluralizing suffix (esp. for people & animals; formerly honorific)",3,12.0,辵,162.0,7.0,しんにょう・しんにゅう
623,選,セン,えら.ぶ,"elect, select, choose, prefer","選挙(せんきょ): election<br>選手(せんしゅ): player (in game); team member<br>当選(とうせん): (1) being elected (2) being selected (to win a prize, etc.) (3) winning (in a lottery, raffle, etc.)<br>選ぶ(えらぶ): to choose; to select<br>選択(せんたく): selection; choice; option<br>抽選(ちゅうせん): lottery; raffle; drawing (of lots)<br>選考(せんこう): selection; screening",3,15.0,辵,162.0,7.0,しんにょう・しんにゅう
624,郡,グン,こおり,"county, district","郡(ぐん): (1) district; county (2) district (of 2-20 50-home neighbourhoods or townships, in the ritsuryo period)",1,10.0,邑,163.0,7.0,むら・おおざと・おおざとづくり・ゆう
625,量,リョウ,はか.る,"quantity, measure, weight, amount",重量(じゅうりょう): (1) weight (2) heavyweight boxer<br>測量(そくりょう): measurement; surveying<br>分量(ぶんりょう): amount; quantity<br>微量(びりょう): minuscule amount; extremely small quantity<br>量(りょう): quantity; amount; volume; portion (of food)<br>熱量(ねつりょう): calorific value; quantity of heat; calorie<br>感無量(かんむりょう): deep feeling; inexpressible feeling; filled with emotion,2,12.0,里,166.0,7.0,さと・さとへん
626,録,ロク,しる.す、と.る,record,記録(きろく): (1) record; minutes; document (2) a record (e.g. in sports); results; score (3) to record; to document (4) to set a record (e.g. in sports); to show a result; to reach a value<br>登録(とうろく): registration; accession; register; entry; record<br>録音(ろくおん): (audio) recording<br>目録(もくろく): (1) catalogue; catalog; inventory; index; list (2) certificate indicating an impending gift<br>付録(ふろく): appendix; supplement; annex,2,16.0,金,167.0,8.0,かね・かねへん
627,鏡,キョウ、ケイ,かがみ,"mirror, speculum, barrel-head, round rice-cake offering",鏡(かがみ): mirror<br>望遠鏡(ぼうえんきょう): telescope<br>眼鏡(めがね): (1) spectacles; glasses (2) judgement; discrimination; discernment; insight<br>顕微鏡(けんびきょう): microscope,1,19.0,金,167.0,8.0,かね・かねへん
628,関,カン,せき、-ぜき、かか.わる、からくり、かんぬき,"connection, barrier, gateway, involve, concerning","関係(かんけい): (1) relation; relationship; connection (2) participation; involvement; concern (3) influence; effect (4) sexual relations; sexual relationship (5) related to ...; connected to ...<br>関心(かんしん): concern; interest<br>関連(かんれん): relation; connection; relevance<br>機関(きかん): (1) engine (2) agency; organisation; organization; institution; organ; body (3) system; facility; facilities<br>関税(かんぜい): tariff (import tax); duty; customs<br>玄関(げんかん): entranceway; entry hall; vestibule; foyer; entryway; mud room<br>税関(ぜいかん): customs house<br>機関車(きかんしゃ): locomotive; engine<br>にも関わらず(にもかかわらず): in spite of; nevertheless<br>関西(かんさい): Kansai (south-western half of Japan, including Osaka)<br>関与(かんよ): participation; taking part in; participating in; being concerned in<br>交通機関(こうつうきかん): transportation facilities<br>関する(かんする): to concern; to be related<br>関東(かんとう): Kantou (eastern half of Japan, including Tokyo)",3,14.0,門,169.0,8.0,もん・もんがまえ・かどがまえ
629,陸,リク、ロク,おか,land,大陸(たいりく): continent<br>陸(りく): land; shore<br>上陸(じょうりく): landing; disembarkation<br>着陸(ちゃくりく): landing; alighting; touch down<br>内陸(ないりく): inland,2,11.0,阜,170.0,8.0,こざと・こざとへん・おか・ぎふのふ
630,隊,タイ,,"regiment, party, company, squad",軍隊(ぐんたい): army; troops<br>兵隊(へいたい): soldier; sailor<br>隊(たい): (1) party; group; crew; team; body (2) company (of troops); corps; unit; squad,1,12.0,阜,170.0,8.0,こざと・こざとへん・おか・ぎふのふ
631,静,セイ、ジョウ,しず-、しず.か、しず.まる、しず.める,quiet,静か(しずか): quiet; peaceful<br>冷静(れいせい): calm; composure; coolness; serenity<br>静止(せいし): stillness; repose; standing still<br>安静(あんせい): rest; quiet; repose<br>静的(せいてき): static,3,14.0,青,174.0,8.0,あお・あおへん
632,順,ジュン,,"obey, order, turn, right, docility, occasion",順調(じゅんちょう): favourable; favorable; doing well; OK; all right<br>順(じゅん): (1) order; turn (2) obedient; docile; submissive; meek<br>手順(てじゅん): process; procedure; sequence; protocol; instruction<br>順番(じゅんばん): turn (in line); order of things; sequential order<br>順序(じゅんじょ): order; sequence; procedure<br>不順(ふじゅん): irregularity; unseasonableness<br>道順(みちじゅん): itinerary; route<br>順々(じゅんじゅん): in order; in turn,2,12.0,頁,181.0,9.0,おおがい・いちのかい
633,願,ガン,ねが.う、-ねがい,"petition, request, vow, wish, hope",願い(ねがい): desire; wish; request; prayer; petition; application<br>念願(ねんがん): one's heart's desire; earnest petition<br>願書(がんしょ): written application or petition; application form<br>願う(ねがう): (1) to desire; to wish; to hope (2) to beg; to request; to implore; to pray (3) to have something done for oneself<br>お願いします(おねがいします): please,3,19.0,頁,181.0,9.0,おおがい・いちのかい
634,類,ルイ,たぐ.い,"sort, kind, variety, class, genus",人類(じんるい): mankind; humanity<br>種類(しゅるい): (1) variety; kind; type; category (2) counter for different sorts of things<br>書類(しょるい): documents; official papers<br>親類(しんるい): relation; kin<br>衣類(いるい): clothes; clothing; garments<br>分類(ぶんるい): classification; categorization; sorting<br>類似(るいじ): (1) resemblance; similarity; analogous; quasi (2) to resemble; to be similar; to be alike<br>類推(るいすい): (1) analogy (2) analogical reasoning<br>類(るい): kind; sort; class; family; genus<br>類い(たぐい): (1) kind; sort; type (2) equal; match; peer,3,18.0,頁,181.0,9.0,おおがい・いちのかい
635,飛,ヒ,と.ぶ、と.ばす、-と.ばす,"fly, skip (pages, scatter",飛行(ひこう): (1) aviation; flight; flying (2) to fly; to take a flight<br>飛行機(ひこうき): aeroplane; airplane; aircraft<br>飛び出す(とびだす): (1) to jump out; to rush out; to fly out (2) to appear (suddenly) (3) to protrude; to project (4) to butt in<br>飛行場(ひこうじょう): airfield; airport<br>飛ぶ(とぶ): (1) to jump; to leap; to spring; to bound; to hop (2) to fly; to soar<br>飛ばす(とばす): (1) to fly; to fire; to hurl; to launch (2) to skip over; to omit; to drop (e.g. stitch) (3) to run or drive fast; to gallop (4) to spread a rumour (rumor); to tell a story (5) to remove; to get rid of; to transfer (6) to attack; to jeer at<br>飛び込む(とびこむ): to jump in; to leap in; to plunge into; to dive<br>蹴飛ばす(けとばす): to kick away; to kick off; to kick (someone); to refuse; to reject,3,9.0,飛,183.0,9.0,とぶ
636,飯,ハン,めし,"meal, boiled rice",飯(めし): (1) cooked rice (2) meal; food (3) one's livelihood<br>朝ご飯(あさごはん): breakfast<br>夕飯(ゆうめし): evening meal<br>ご飯(ごはん): (1) cooked rice (2) meal<br>昼飯(ひるめし): lunch; midday meal<br>晩御飯(ばんごはん): dinner; evening meal<br>昼ご飯(ひるごはん): lunch; midday meal,4,12.0,食,184.0,9.0,しょく・しょくへん
